"cell","gene","garp_score","p_value"
"EFM-19","KDM5C","-0.01808296","0.892"
"HCC1143","KDM5C","-0.08730181","0.882"
"HCC1187","KDM5C","-0.2955176","0.438"
"HCC1395","KDM5C","0.01850338","0.989"
"HCC1419","KDM5C","-0.1240844","0.657"
"HCC1428","KDM5C","-0.1090978","0.889"
"HCC1500","KDM5C","-0.03502385","0.917"
"HCC1806","KDM5C","-0.07532207","0.939"
"HCC1937","KDM5C","-0.05329483","0.728"
"HCC1954","KDM5C","0.06339137","1"
"HCC38","KDM5C","-0.1258993","0.774"
"Hs 578T","KDM5C","-0.09609558","0.395"
"KPL-1","KDM5C","-0.08350494","0.545"
"MCF7","KDM5C","-0.0236491","0.729"
"MDA-MB-157","KDM5C","0.05926942","1"
"MDA-MB-231","KDM5C","0.1104324","0.997"
"MDA-MB-361","KDM5C","-0.6092736","0.046"
"MDA-MB-436","KDM5C","-0.2509697","0.51"
"MDA-MB-453","KDM5C","0.03045785","0.953"
"MDA-MB-468","KDM5C","-0.02090166","0.88"
"SK-BR-3","KDM5C","0.0370012","1"
"SW527","KDM5C","0.02280001","0.99"
"T-47D","KDM5C","-0.1471427","0.71"
"ZR-75-1","KDM5C","-0.06364111","0.941"
"609050M","KDM5C","-0.2578009","0.316"
"A2780","KDM5C","0.05271184","0.941"
"A2780_CIS","KDM5C","0.09001173","0.999"
"MM_OVCAR432_Bast_1","KDM5C","-0.7152873","0.37"
"OV-1946","KDM5C","-0.3308248","0.663"
"OV-90","KDM5C","-0.01627757","0.94"
"OVCA1369_TR","KDM5C","-1.276761","0.377"
"OVCA433_Bast","KDM5C","-0.3958655","0.737"
"OVCA5","KDM5C","-0.006883235","0.978"
"OVCA8","KDM5C","-0.1840553","0.584"
"OVCAR-3","KDM5C","-0.2170422","0.736"
"SK-OV-3","KDM5C","-0.08517525","0.445"
"TOV-1946","KDM5C","-0.04295954","0.961"
"TOV-2223G","KDM5C","-0.1366589","0.538"
"TOV-3133G","KDM5C","-0.1078975","0.508"
"AsPC-1","KDM5C","-0.02129166","0.923"
"BxPC-3","KDM5C","-0.136537","0.767"
"CFPAC-1","KDM5C","-0.06173918","0.584"
"Capan-2","KDM5C","-0.04861815","0.664"
"HPAC","KDM5C","-0.06564498","0.549"
"HPAF-II","KDM5C","-0.1437485","0.558"
"HPDE","KDM5C","0.4280693","0.991"
"Hs 766T","KDM5C","-0.3836579","0.864"
"IMIM-PC-1","KDM5C","-0.07335618","0.784"
"IMIM-PC-2","KDM5C","0.02361651","0.995"
"KP-3","KDM5C","-0.0836326","0.787"
"KP-4","KDM5C","0.04663671","1"
"MIA PaCa-2","KDM5C","0.06086715","1"
"PANC-1","KDM5C","-0.04840195","0.858"
"PL45","KDM5C","0.002888744","0.997"
"PaTu_8988S","KDM5C","-0.1100951","0.346"
"PaTu_8988T","KDM5C","0.03400123","1"
"Panc 02.03","KDM5C","-0.008736598","1"
"Panc 03.27","KDM5C","-0.02880811","0.875"
"Panc 04.03","KDM5C","-0.130287","0.67"
"Panc 05.04","KDM5C","0.01324601","1"
"Panc 08.13","KDM5C","0.01912805","0.991"
"Panc 10.05","KDM5C","0.01590011","0.958"
"RWP-1","KDM5C","0.1004652","1"
"SK-PC-1","KDM5C","-0.01025517","0.989"
"SK-PC-3","KDM5C","-0.2459702","0.778"
"SU.86.86","KDM5C","0.02531031","0.947"
"SW1990","KDM5C","-0.2083691","0.373"
"BT-20","KDM5D","-0.3559211","0.239"
"BT-474","KDM5D","-0.409233","0.149"
"BT-549","KDM5D","-0.316179","0.415"
"CAL-51","KDM5D","-0.1598877","0.405"
"CAMA-1","KDM5D","-0.5633638","0.12"
"EFM-19","KDM5D","-0.5317682","0.008"
"HCC1143","KDM5D","-0.8865309","0.061"
"HCC1187","KDM5D","-0.7723817","0.026"
"HCC1395","KDM5D","-0.5899362","0.1"
"HCC1419","KDM5D","-0.4322424","0.086"
"HCC1428","KDM5D","-0.5457279","0.377"
"HCC1500","KDM5D","-0.5365216","0.047"
"HCC1806","KDM5D","-0.9225136","0.062"
"HCC1937","KDM5D","-0.3594162","0.125"
"HCC1954","KDM5D","-0.478041","0.058"
"HCC38","KDM5D","-0.4450692","0.175"
"Hs 578T","KDM5D","-0.2097689","0.127"
"KPL-1","KDM5D","-0.2076285","0.091"
"MCF7","KDM5D","-0.3656147","0.022"
"MDA-MB-157","KDM5D","-0.5266889","0.041"
"MDA-MB-231","KDM5D","-0.401288","0.159"
"MDA-MB-361","KDM5D","-0.704466","0.031"
"MDA-MB-436","KDM5D","-0.3405969","0.327"
"MDA-MB-453","KDM5D","-0.4665629","0.005"
"MDA-MB-468","KDM5D","-0.5826648","0.026"
"SK-BR-3","KDM5D","-0.5402438","0.176"
"SW527","KDM5D","-0.2249839","0.215"
"T-47D","KDM5D","-0.6588708","0.015"
"ZR-75-1","KDM5D","-0.555406","0.107"
"609050M","KDM5D","-0.1645414","0.539"
"A2780","KDM5D","-0.1340988","0.253"
"A2780_CIS","KDM5D","-0.5904372","0.012"
"MM_OVCAR432_Bast_1","KDM5D","-0.7257463","0.361"
"OV-1946","KDM5D","-0.5874824","0.311"
"OV-90","KDM5D","-0.645115","0.025"
"OVCA1369_TR","KDM5D","-0.4530922","0.776"
"OVCA433_Bast","KDM5D","-1.077343","0.13"
"OVCA5","KDM5D","-0.1829431","0.444"
"OVCA8","KDM5D","-0.4048017","0.211"
"OVCAR-3","KDM5D","0.01052223","0.976"
"SK-OV-3","KDM5D","-0.2755098","0.058"
"TOV-1946","KDM5D","-0.6553172","0.117"
"TOV-2223G","KDM5D","-0.8739684","0.034"
"TOV-3133G","KDM5D","-0.177795","0.311"
"AsPC-1","KDM5D","-0.3023447","0.106"
"BxPC-3","KDM5D","-0.5390258","0.106"
"CFPAC-1","KDM5D","-0.296649","0.024"
"Capan-2","KDM5D","-0.01540691","0.838"
"HPAC","KDM5D","-0.2340885","0.044"
"HPAF-II","KDM5D","-0.4161532","0.058"
"HPDE","KDM5D","-7.342585","0.01"
"Hs 766T","KDM5D","-1.205973","0.048"
"IMIM-PC-1","KDM5D","-0.3023369","0.057"
"IMIM-PC-2","KDM5D","-0.1694413","0.14"
"KP-3","KDM5D","-0.4075945","0.075"
"KP-4","KDM5D","-0.01972215","0.911"
"MIA PaCa-2","KDM5D","-0.2563778","0.039"
"PANC-1","KDM5D","-0.3004787","0.044"
"PL45","KDM5D","-0.3158086","0.176"
"PaTu_8988S","KDM5D","-0.268326","0.049"
"PaTu_8988T","KDM5D","-0.1739925","0.21"
"Panc 02.03","KDM5D","-0.5395933","0.056"
"Panc 03.27","KDM5D","-0.1943958","0.223"
"Panc 04.03","KDM5D","-0.4956086","0.023"
"Panc 05.04","KDM5D","-0.468549","0.152"
"Panc 08.13","KDM5D","-0.3786281","0.047"
"Panc 10.05","KDM5D","-0.3291239","0.1"
"RWP-1","KDM5D","-0.3682283","0.111"
"SK-PC-1","KDM5D","-0.2581464","0.171"
"SK-PC-3","KDM5D","-0.7977982","0.05"
"SU.86.86","KDM5D","-0.1039208","0.404"
"SW1990","KDM5D","-0.5360293","0.009"
"BT-20","KDM6A","-0.1230082","0.702"
"BT-474","KDM6A","-0.3689803","0.189"
"BT-549","KDM6A","-0.1929827","0.671"
"CAL-51","KDM6A","-0.1895747","0.284"
"CAMA-1","KDM6A","-0.4176603","0.272"
"EFM-19","KDM6A","-0.008144628","0.912"
"HCC1143","KDM6A","-0.3796631","0.451"
"HCC1187","KDM6A","-0.1803323","0.686"
"HCC1395","KDM6A","-0.1873451","0.68"
"HCC1419","KDM6A","-0.4386403","0.085"
"HCC1428","KDM6A","-0.8411428","0.175"
"HCC1500","KDM6A","-0.2672294","0.3"
"HCC1806","KDM6A","-0.1035843","0.921"
"HCC1937","KDM6A","-0.04248298","0.759"
"HCC1954","KDM6A","-0.1821546","0.41"
"HCC38","KDM6A","-0.7340639","0.027"
"Hs 578T","KDM6A","-0.104252","0.352"
"KPL-1","KDM6A","-0.07385837","0.635"
"MCF7","KDM6A","-0.05175317","0.536"
"MDA-MB-157","KDM6A","-0.2603515","0.255"
"MDA-MB-231","KDM6A","-0.3064306","0.284"
"MDA-MB-361","KDM6A","-0.1074211","0.735"
"MDA-MB-436","KDM6A","-0.2163166","0.604"
"MDA-MB-453","KDM6A","-0.01129489","0.585"
"MDA-MB-468","KDM6A","-0.02150495","0.877"
"SK-BR-3","KDM6A","-0.2370698","0.595"
"SW527","KDM6A","-0.05588226","0.775"
"T-47D","KDM6A","-0.4457595","0.135"
"ZR-75-1","KDM6A","-0.336478","0.344"
"609050M","KDM6A","-0.09691019","0.772"
"A2780","KDM6A","0.02195176","0.844"
"A2780_CIS","KDM6A","-0.1141279","0.426"
"MM_OVCAR432_Bast_1","KDM6A","-0.7238748","0.362"
"OV-1946","KDM6A","-0.1589497","0.919"
"OV-90","KDM6A","-0.08883453","0.698"
"OVCA1369_TR","KDM6A","-1.602848","0.272"
"OVCA433_Bast","KDM6A","-0.9855407","0.177"
"OVCA5","KDM6A","-0.1986343","0.403"
"OVCA8","KDM6A","-0.1125165","0.759"
"OVCAR-3","KDM6A","-0.5427878","0.397"
"SK-OV-3","KDM6A","-0.05100215","0.612"
"TOV-1946","KDM6A","-0.288196","0.617"
"TOV-2223G","KDM6A","-0.2129008","0.383"
"TOV-3133G","KDM6A","-0.2328854","0.214"
"AsPC-1","KDM6A","0.01628793","0.994"
"BxPC-3","KDM6A","-0.2199247","0.558"
"CFPAC-1","KDM6A","0.01324218","0.99"
"Capan-2","KDM6A","-0.05520149","0.605"
"HPAC","KDM6A","-0.06689896","0.537"
"HPAF-II","KDM6A","-0.2984977","0.169"
"HPDE","KDM6A","-1.286335","0.667"
"Hs 766T","KDM6A","-0.565221","0.658"
"IMIM-PC-1","KDM6A","-0.0946376","0.63"
"IMIM-PC-2","KDM6A","-0.1844639","0.116"
"KP-3","KDM6A","-0.1821317","0.455"
"KP-4","KDM6A","-0.06681493","0.589"
"MIA PaCa-2","KDM6A","-0.06658859","0.571"
"PANC-1","KDM6A","-0.1000979","0.568"
"PL45","KDM6A","-0.1181056","0.728"
"PaTu_8988S","KDM6A","-0.02352691","0.826"
"PaTu_8988T","KDM6A","-0.1361134","0.316"
"Panc 02.03","KDM6A","-0.3393404","0.255"
"Panc 03.27","KDM6A","-0.1404125","0.361"
"Panc 04.03","KDM6A","-0.1731292","0.514"
"Panc 05.04","KDM6A","-0.2396888","0.628"
"Panc 08.13","KDM6A","-0.1452281","0.364"
"Panc 10.05","KDM6A","-0.155053","0.432"
"RWP-1","KDM6A","-0.127621","0.494"
"SK-PC-1","KDM6A","-0.2103866","0.264"
"SK-PC-3","KDM6A","-0.5184798","0.297"
"SU.86.86","KDM6A","-0.1357976","0.311"
"SW1990","KDM6A","-0.1970254","0.418"
"BT-20","MBD1","-0.04255239","0.892"
"BT-474","MBD1","-0.0572333","0.864"
"BT-549","MBD1","-0.1900225","0.675"
"CAL-51","MBD1","-0.1728545","0.342"
"CAMA-1","MBD1","-0.2477703","0.588"
"EFM-19","MBD1","-0.003484959","0.924"
"HCC1143","MBD1","-0.2340716","0.673"
"HCC1187","MBD1","-0.2183478","0.612"
"HCC1395","MBD1","-0.08444863","0.897"
"HCC1419","MBD1","-0.1091186","0.703"
"HCC1428","MBD1","-0.4149399","0.486"
"HCC1500","MBD1","-0.06303199","0.855"
"HCC1806","MBD1","-0.253291","0.741"
"HCC1937","MBD1","0.03226331","0.959"
"HCC1954","MBD1","-0.09353962","0.708"
"HCC38","MBD1","-0.2341959","0.522"
"Hs 578T","MBD1","-0.1184866","0.307"
"KPL-1","MBD1","-0.06949792","0.676"
"MCF7","MBD1","-0.0418639","0.604"
"MDA-MB-157","MBD1","-0.16663","0.467"
"MDA-MB-231","MBD1","-0.05626199","0.789"
"MDA-MB-361","MBD1","-0.1505838","0.611"
"MDA-MB-436","MBD1","-0.2320272","0.556"
"MDA-MB-453","MBD1","0.04182078","0.984"
"MDA-MB-468","MBD1","0.02198145","0.984"
"SK-BR-3","MBD1","-0.08878504","0.883"
"SW527","MBD1","-0.04701319","0.824"
"T-47D","MBD1","-0.2242659","0.519"
"ZR-75-1","MBD1","-0.08906113","0.9"
"609050M","MBD1","-0.116568","0.703"
"A2780","MBD1","0.02841563","0.87"
"A2780_CIS","MBD1","0.002419371","0.894"
"MM_OVCAR432_Bast_1","MBD1","-0.3022237","0.807"
"OV-1946","MBD1","-0.0001367876","1"
"OV-90","MBD1","-0.2204766","0.329"
"OVCA1369_TR","MBD1","-0.6897264","0.62"
"OVCA433_Bast","MBD1","-0.2602839","0.873"
"OVCA5","MBD1","-0.07065112","0.814"
"OVCA8","MBD1","-0.02665125","0.954"
"OVCAR-3","MBD1","-0.801685","0.223"
"SK-OV-3","MBD1","0.01028932","0.925"
"TOV-1946","MBD1","-0.08779445","0.917"
"TOV-2223G","MBD1","0.04708798","0.955"
"TOV-3133G","MBD1","-0.0382362","0.794"
"AsPC-1","MBD1","0.02334374","0.999"
"BxPC-3","MBD1","-0.2977249","0.427"
"CFPAC-1","MBD1","-0.02734896","0.832"
"Capan-2","MBD1","0.006939064","0.935"
"HPAC","MBD1","0.0114188","0.99"
"HPAF-II","MBD1","-0.1035532","0.708"
"HPDE","MBD1","-1.229067","0.686"
"Hs 766T","MBD1","-0.5092067","0.725"
"IMIM-PC-1","MBD1","-0.07753686","0.748"
"IMIM-PC-2","MBD1","-0.1218836","0.273"
"KP-3","MBD1","0.03386576","0.997"
"KP-4","MBD1","-0.0516939","0.704"
"MIA PaCa-2","MBD1","-0.06123858","0.608"
"PANC-1","MBD1","-0.07779769","0.698"
"PL45","MBD1","-0.09602544","0.805"
"PaTu_8988S","MBD1","-0.02723161","0.797"
"PaTu_8988T","MBD1","-0.05939661","0.755"
"Panc 02.03","MBD1","-0.2169817","0.554"
"Panc 03.27","MBD1","-0.04863814","0.764"
"Panc 04.03","MBD1","-0.1849062","0.475"
"Panc 05.04","MBD1","-0.1642983","0.792"
"Panc 08.13","MBD1","-0.05011174","0.793"
"Panc 10.05","MBD1","0.06021676","0.993"
"RWP-1","MBD1","0.03779493","0.972"
"SK-PC-1","MBD1","-0.05850411","0.87"
"SK-PC-3","MBD1","-0.3339663","0.59"
"SU.86.86","MBD1","0.03281958","0.963"
"SW1990","MBD1","-0.174713","0.485"
"BT-20","MBD2","-0.2668005","0.37"
"BT-474","MBD2","-0.1295642","0.653"
"BT-549","MBD2","-0.3098429","0.425"
"CAL-51","MBD2","-0.1995152","0.256"
"CAMA-1","MBD2","-0.2628981","0.544"
"EFM-19","MBD2","0.04051536","0.988"
"HCC1143","MBD2","-0.4311628","0.393"
"HCC1187","MBD2","-0.2141258","0.619"
"HCC1395","MBD2","-0.2627083","0.518"
"HCC1419","MBD2","-0.1345659","0.619"
"HCC1428","MBD2","-0.8907639","0.159"
"HCC1500","MBD2","-0.2725388","0.291"
"HCC1806","MBD2","-0.4782339","0.429"
"HCC1937","MBD2","-0.01604357","0.846"
"HCC1954","MBD2","-0.2437279","0.286"
"HCC38","MBD2","-0.196724","0.606"
"Hs 578T","MBD2","-0.1613224","0.206"
"KPL-1","MBD2","-0.09533688","0.445"
"MCF7","MBD2","-0.03502955","0.645"
"MDA-MB-157","MBD2","-0.1568644","0.502"
"MDA-MB-231","MBD2","-0.1415302","0.584"
"MDA-MB-361","MBD2","-0.1897094","0.519"
"MDA-MB-436","MBD2","-0.1750739","0.717"
"MDA-MB-453","MBD2","0.01051572","0.802"
"MDA-MB-468","MBD2","-0.07974833","0.603"
"SK-BR-3","MBD2","-0.1537439","0.758"
"SW527","MBD2","-0.04447938","0.831"
"T-47D","MBD2","-0.2112627","0.545"
"ZR-75-1","MBD2","-0.3119026","0.39"
"609050M","MBD2","-0.3056921","0.227"
"A2780","MBD2","0.04125442","0.91"
"A2780_CIS","MBD2","-0.08212744","0.541"
"MM_OVCAR432_Bast_1","MBD2","-0.5625283","0.53"
"OV-1946","MBD2","-0.4306013","0.508"
"OV-90","MBD2","-0.06979594","0.761"
"OVCA1369_TR","MBD2","-1.147919","0.426"
"OVCA433_Bast","MBD2","-0.6793038","0.423"
"OVCA5","MBD2","-0.1354286","0.595"
"OVCA8","MBD2","-0.07721663","0.841"
"OVCAR-3","MBD2","-0.2167791","0.736"
"SK-OV-3","MBD2","-0.03149591","0.728"
"TOV-1946","MBD2","-0.1274734","0.868"
"TOV-2223G","MBD2","-0.02097543","0.814"
"TOV-3133G","MBD2","-0.01259546","0.886"
"AsPC-1","MBD2","-0.06506803","0.78"
"BxPC-3","MBD2","-0.3079022","0.411"
"CFPAC-1","MBD2","-0.01543485","0.904"
"Capan-2","MBD2","0.0166436","0.967"
"HPAC","MBD2","-0.07404472","0.507"
"HPAF-II","MBD2","-0.1609315","0.496"
"HPDE","MBD2","-1.499907","0.604"
"Hs 766T","MBD2","-0.638316","0.564"
"IMIM-PC-1","MBD2","-0.1306341","0.415"
"IMIM-PC-2","MBD2","-0.1207005","0.277"
"KP-3","MBD2","-0.06757995","0.835"
"KP-4","MBD2","-0.01384701","0.932"
"MIA PaCa-2","MBD2","-0.04631663","0.695"
"PANC-1","MBD2","-0.1175334","0.487"
"PL45","MBD2","-0.1751285","0.537"
"PaTu_8988S","MBD2","-0.03275761","0.768"
"PaTu_8988T","MBD2","-0.08113489","0.62"
"Panc 02.03","MBD2","-0.115855","0.894"
"Panc 03.27","MBD2","-0.1289319","0.42"
"Panc 04.03","MBD2","-0.1485847","0.598"
"Panc 05.04","MBD2","-0.3906545","0.273"
"Panc 08.13","MBD2","-0.08133587","0.656"
"Panc 10.05","MBD2","-0.01909935","0.885"
"RWP-1","MBD2","-0.05944957","0.709"
"SK-PC-1","MBD2","-0.125309","0.566"
"SK-PC-3","MBD2","-0.3142739","0.629"
"SU.86.86","MBD2","-0.01774214","0.773"
"SW1990","MBD2","-0.1070665","0.749"
"BT-20","MBD3","-0.1723295","0.576"
"BT-474","MBD3","-0.1403996","0.624"
"BT-549","MBD3","-0.2313464","0.592"
"CAL-51","MBD3","-0.1857467","0.298"
"CAMA-1","MBD3","-0.3405561","0.386"
"EFM-19","MBD3","-0.4674845","0.013"
"HCC1143","MBD3","-0.4997293","0.324"
"HCC1187","MBD3","-0.6487417","0.06"
"HCC1395","MBD3","0.05100321","0.995"
"HCC1419","MBD3","-0.2795561","0.253"
"HCC1428","MBD3","-0.04768704","0.946"
"HCC1500","MBD3","-0.2394995","0.355"
"HCC1806","MBD3","-0.2894176","0.696"
"HCC1937","MBD3","-0.5405588","0.037"
"HCC1954","MBD3","-0.0188211","0.958"
"HCC38","MBD3","-0.4433335","0.176"
"Hs 578T","MBD3","0.06491782","0.994"
"KPL-1","MBD3","-0.01363389","0.98"
"MCF7","MBD3","-0.1143715","0.209"
"MDA-MB-157","MBD3","0.05432764","1"
"MDA-MB-231","MBD3","-0.08609311","0.718"
"MDA-MB-361","MBD3","-0.3706737","0.179"
"MDA-MB-436","MBD3","-0.6374416","0.077"
"MDA-MB-453","MBD3","0.01580496","0.843"
"MDA-MB-468","MBD3","-0.2115599","0.239"
"SK-BR-3","MBD3","-0.2841342","0.511"
"SW527","MBD3","-0.3010133","0.094"
"T-47D","MBD3","-0.3316883","0.283"
"ZR-75-1","MBD3","-0.2449962","0.521"
"609050M","MBD3","-0.3633501","0.158"
"A2780","MBD3","-0.03330244","0.615"
"A2780_CIS","MBD3","-0.2049304","0.202"
"MM_OVCAR432_Bast_1","MBD3","-1.339717","0.042"
"OV-1946","MBD3","-0.5233275","0.391"
"OV-90","MBD3","-0.4122548","0.095"
"OVCA1369_TR","MBD3","-2.969652","0.065"
"OVCA433_Bast","MBD3","-0.5999755","0.523"
"OVCA5","MBD3","-0.3616717","0.17"
"OVCA8","MBD3","-0.3163618","0.326"
"OVCAR-3","MBD3","0.1502608","1"
"SK-OV-3","MBD3","-0.2795453","0.058"
"TOV-1946","MBD3","-0.2842016","0.62"
"TOV-2223G","MBD3","-0.06255806","0.708"
"TOV-3133G","MBD3","-0.1360906","0.421"
"AsPC-1","MBD3","-0.2340294","0.226"
"BxPC-3","MBD3","-0.1912347","0.623"
"CFPAC-1","MBD3","-0.2662208","0.039"
"Capan-2","MBD3","-0.08671067","0.434"
"HPAC","MBD3","-0.1717023","0.133"
"HPAF-II","MBD3","-0.05550687","0.884"
"HPDE","MBD3","0.8260058","0.997"
"Hs 766T","MBD3","-0.6431928","0.557"
"IMIM-PC-1","MBD3","-0.01362262","0.998"
"IMIM-PC-2","MBD3","-0.1183512","0.286"
"KP-3","MBD3","-0.01146969","0.969"
"KP-4","MBD3","-0.1013583","0.405"
"MIA PaCa-2","MBD3","-0.0417238","0.726"
"PANC-1","MBD3","-0.1753841","0.281"
"PL45","MBD3","-0.1194287","0.723"
"PaTu_8988S","MBD3","-0.1140132","0.33"
"PaTu_8988T","MBD3","-0.05527541","0.794"
"Panc 02.03","MBD3","-0.0008643082","1"
"Panc 03.27","MBD3","-0.1121643","0.476"
"Panc 04.03","MBD3","-0.3633291","0.087"
"Panc 05.04","MBD3","-0.274604","0.531"
"Panc 08.13","MBD3","-0.08426104","0.634"
"Panc 10.05","MBD3","-0.1488765","0.45"
"RWP-1","MBD3","-0.08363216","0.63"
"SK-PC-1","MBD3","-0.3048825","0.1"
"SK-PC-3","MBD3","-0.1248132","0.956"
"SU.86.86","MBD3","-0.1175038","0.353"
"SW1990","MBD3","-0.4740741","0.016"
"BT-20","MBD4","-0.2449754","0.428"
"BT-474","MBD4","-0.2928225","0.284"
"BT-549","MBD4","-0.1921453","0.672"
"CAL-51","MBD4","-0.09409617","0.749"
"CAMA-1","MBD4","-0.3297086","0.41"
"EFM-19","MBD4","-0.01433352","0.896"
"HCC1143","MBD4","-0.1727102","0.774"
"HCC1187","MBD4","-0.3040674","0.419"
"HCC1395","MBD4","-0.2176361","0.609"
"HCC1419","MBD4","-0.1799353","0.47"
"HCC1428","MBD4","-0.3185596","0.611"
"HCC1500","MBD4","-0.1456868","0.593"
"HCC1806","MBD4","-0.339239","0.631"
"HCC1937","MBD4","-0.1921526","0.366"
"HCC1954","MBD4","-0.08522751","0.739"
"HCC38","MBD4","-0.2657935","0.447"
"Hs 578T","MBD4","-0.05920471","0.582"
"KPL-1","MBD4","-0.1321876","0.266"
"MCF7","MBD4","-0.04309345","0.594"
"MDA-MB-157","MBD4","-0.1534316","0.519"
"MDA-MB-231","MBD4","-0.06370516","0.777"
"MDA-MB-361","MBD4","-0.2073356","0.486"
"MDA-MB-436","MBD4","-0.1881727","0.674"
"MDA-MB-453","MBD4","-0.06566186","0.287"
"MDA-MB-468","MBD4","-0.06380519","0.677"
"SK-BR-3","MBD4","-0.1822776","0.705"
"SW527","MBD4","-0.02774588","0.887"
"T-47D","MBD4","-0.292924","0.354"
"ZR-75-1","MBD4","-0.1493989","0.767"
"609050M","MBD4","-0.1684964","0.527"
"A2780","MBD4","0.003558476","0.766"
"A2780_CIS","MBD4","-0.107128","0.444"
"MM_OVCAR432_Bast_1","MBD4","-0.4253097","0.68"
"OV-1946","MBD4","-0.5564509","0.348"
"OV-90","MBD4","-0.1368536","0.541"
"OVCA1369_TR","MBD4","-2.055198","0.164"
"OVCA433_Bast","MBD4","-0.3957143","0.738"
"OVCA5","MBD4","-0.1226081","0.641"
"OVCA8","MBD4","-0.2363215","0.488"
"OVCAR-3","MBD4","-0.3283167","0.604"
"SK-OV-3","MBD4","-0.1202447","0.303"
"TOV-1946","MBD4","-0.2631133","0.664"
"TOV-2223G","MBD4","-0.02646582","0.802"
"TOV-3133G","MBD4","-0.2360087","0.21"
"AsPC-1","MBD4","-0.1317374","0.522"
"BxPC-3","MBD4","-0.2430765","0.522"
"CFPAC-1","MBD4","-0.1037523","0.342"
"Capan-2","MBD4","-0.04392074","0.684"
"HPAC","MBD4","-0.03124448","0.792"
"HPAF-II","MBD4","-0.09267029","0.745"
"HPDE","MBD4","-1.217396","0.691"
"Hs 766T","MBD4","-0.6185906","0.584"
"IMIM-PC-1","MBD4","-0.06337125","0.845"
"IMIM-PC-2","MBD4","-0.008049645","0.927"
"KP-3","MBD4","-0.2301496","0.327"
"KP-4","MBD4","-0.02412909","0.89"
"MIA PaCa-2","MBD4","-0.00179949","0.966"
"PANC-1","MBD4","-0.05038852","0.848"
"PL45","MBD4","-0.1681435","0.557"
"PaTu_8988S","MBD4","-0.04114904","0.701"
"PaTu_8988T","MBD4","-0.05995761","0.748"
"Panc 02.03","MBD4","-0.125818","0.87"
"Panc 03.27","MBD4","-0.09588615","0.549"
"Panc 04.03","MBD4","-0.1844522","0.477"
"Panc 05.04","MBD4","-0.4247829","0.213"
"Panc 08.13","MBD4","-0.1902842","0.232"
"Panc 10.05","MBD4","-0.1827727","0.351"
"RWP-1","MBD4","-0.1561939","0.416"
"SK-PC-1","MBD4","-0.1445575","0.5"
"SK-PC-3","MBD4","-0.2691886","0.716"
"SU.86.86","MBD4","-0.07226299","0.53"
"SW1990","MBD4","-0.1223527","0.675"
"BT-20","MCRS1","-0.5745026","0.058"
"BT-474","MCRS1","-0.1896699","0.49"
"BT-549","MCRS1","-0.2012261","0.651"
"CAL-51","MCRS1","-0.2086833","0.23"
"CAMA-1","MCRS1","-0.3387811","0.39"
"EFM-19","MCRS1","-0.1842104","0.331"
"HCC1143","MCRS1","-0.6086246","0.203"
"HCC1187","MCRS1","-0.3607108","0.32"
"HCC1395","MCRS1","-0.285704","0.474"
"HCC1419","MCRS1","-0.1780726","0.474"
"HCC1428","MCRS1","-0.7364254","0.23"
"HCC1500","MCRS1","-0.2841111","0.272"
"HCC1806","MCRS1","-0.5613853","0.319"
"HCC1937","MCRS1","-0.4409359","0.075"
"HCC1954","MCRS1","-0.1918787","0.383"
"HCC38","MCRS1","-0.3079702","0.369"
"Hs 578T","MCRS1","-0.05453643","0.608"
"KPL-1","MCRS1","-0.07840372","0.591"
"MCF7","MCRS1","-0.0229202","0.734"
"MDA-MB-157","MCRS1","-0.1721465","0.453"
"MDA-MB-231","MCRS1","-0.1886861","0.484"
"MDA-MB-361","MCRS1","-0.3646322","0.185"
"MDA-MB-436","MCRS1","-0.5267989","0.133"
"MDA-MB-453","MCRS1","-0.0244066","0.48"
"MDA-MB-468","MCRS1","-0.1461392","0.371"
"SK-BR-3","MCRS1","-0.1748537","0.722"
"SW527","MCRS1","-0.3020622","0.094"
"T-47D","MCRS1","-0.08750764","0.861"
"ZR-75-1","MCRS1","-0.4991856","0.142"
"609050M","MCRS1","-0.2054618","0.422"
"A2780","MCRS1","-0.01681977","0.684"
"A2780_CIS","MCRS1","-0.2456407","0.15"
"MM_OVCAR432_Bast_1","MCRS1","-0.3305947","0.776"
"OV-1946","MCRS1","-0.3107432","0.698"
"OV-90","MCRS1","-0.2125037","0.346"
"OVCA1369_TR","MCRS1","-1.677126","0.252"
"OVCA433_Bast","MCRS1","-0.9492577","0.199"
"OVCA5","MCRS1","-0.1548347","0.515"
"OVCA8","MCRS1","-0.4142869","0.198"
"OVCAR-3","MCRS1","-1.351826","0.031"
"SK-OV-3","MCRS1","-0.05847196","0.572"
"TOV-1946","MCRS1","-0.4744678","0.317"
"TOV-2223G","MCRS1","-0.1314267","0.555"
"TOV-3133G","MCRS1","-0.1541042","0.373"
"AsPC-1","MCRS1","-0.1865189","0.354"
"BxPC-3","MCRS1","-0.2437643","0.519"
"CFPAC-1","MCRS1","-0.07748149","0.494"
"Capan-2","MCRS1","-0.06240145","0.561"
"HPAC","MCRS1","-0.08986083","0.408"
"HPAF-II","MCRS1","-0.04691456","0.914"
"HPDE","MCRS1","-0.3421102","0.9"
"Hs 766T","MCRS1","-0.9234958","0.223"
"IMIM-PC-1","MCRS1","-0.1046605","0.561"
