"gene","cell","tissue","exp","cnv"
"SETMAR","CFPAC1","PANCREAS","6.1423","-0.7128"
"SETMAR","CGTHW1","THYROID","7.7427","-0.0511"
"SETMAR","CHAGOK1","LUNG","7.0236","-0.06412"
"SETMAR","CHL1","SKIN","8.9651","-0.1454"
"SETMAR","CHP126","AUTONOMIC GANGLIA","9.3448","-0.0432"
"SETMAR","CHP212","AUTONOMIC GANGLIA","9.2913","0.0188"
"SETMAR","CI1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.2109","-0.005276"
"SETMAR","CJM","SKIN","6.5923","-0.4783"
"SETMAR","CL11","LARGE INTESTINE","7.8554","0.0636"
"SETMAR","CL14","LARGE INTESTINE","6.9235","-0.2003"
"SETMAR","CL34","LARGE INTESTINE","7.7951","-0.0078"
"SETMAR","CL40","LARGE INTESTINE","8.6294","-0.06715"
"SETMAR","CMK115","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.028","0.1812"
"SETMAR","CMK","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.0042","0.1435"
"SETMAR","CMLT1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4717","0.0477"
"SETMAR","COLO205","LARGE INTESTINE","8.1016","-0.6443"
"SETMAR","COLO320","LARGE INTESTINE","7.1423","-1.401"
"SETMAR","COLO668","LUNG","9.0307","-0.0442"
"SETMAR","COLO678","LARGE INTESTINE","8.6569","-0.1276"
"SETMAR","COLO679","SKIN","8.8508","-0.0002143"
"SETMAR","COLO680N","OESOPHAGUS","5.1296","-0.4319"
"SETMAR","COLO704","OVARY","9.0015","-0.1492"
"SETMAR","COLO741","SKIN","8.5254","0.0151"
"SETMAR","COLO783","SKIN","8.2315","0.077"
"SETMAR","COLO792","SKIN","8.6038","0.2167"
"SETMAR","COLO800","SKIN","7.4414","-0.3436"
"SETMAR","COLO818","SKIN","6.8598","-0.281"
"SETMAR","COLO829","SKIN","7.7885","-0.5605"
"SETMAR","COLO849","SKIN","7.4388","-0.3985"
"SETMAR","CORL105","LUNG","7.0918","-0.7776"
"SETMAR","CORL23","LUNG","7.3956","-0.578"
"SETMAR","CORL24","LUNG","8.5678","-0.698"
"SETMAR","CORL311","LUNG","8.6497","-0.6587"
"SETMAR","CORL47","LUNG","7.9267","-0.7665"
"SETMAR","CORL88","LUNG","8.2602","-0.6398"
"SETMAR","CORL95","LUNG","8.5857","-0.298"
"SETMAR","COV318","OVARY","7.0939","-0.9603"
"SETMAR","COV362","OVARY","6.2065","-1.046"
"SETMAR","COV434","OVARY","9.2202","-0.0312"
"SETMAR","COV504","OVARY","6.5704","-0.6892"
"SETMAR","COV644","OVARY","7.534","-0.2808"
"SETMAR","CPCN","LUNG","8.2224","-1.044"
"SETMAR","CW2","LARGE INTESTINE","9.2495","-0.0322"
"SETMAR","D283MED","CENTRAL NERVOUS SYSTEM","9.0956","0.0051"
"SETMAR","D341MED","CENTRAL NERVOUS SYSTEM","8.6926","-0.0939"
"SETMAR","DANG","PANCREAS","7.9756","-0.4706"
"SETMAR","DAOY","CENTRAL NERVOUS SYSTEM","8.2666","-0.4421"
"SETMAR","DAUDI","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.0443","-0.03568"
"SETMAR","DB","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.2788","-0.6806"
"SETMAR","DBTRG05MG","CENTRAL NERVOUS SYSTEM","8.1676","-0.2615"
"SETMAR","DEL","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.78","-0.7217"
"SETMAR","DETROIT562","UPPER AERODIGESTIVE TRACT","7.1285","-0.5538"
"SETMAR","DKMG","CENTRAL NERVOUS SYSTEM","7.9106","0.1492"
"SETMAR","DLD1","LARGE INTESTINE","8.2253","0.0144"
"SETMAR","DMS114","LUNG","7.9582","-0.0268"
"SETMAR","DMS153","LUNG","8.6674","-0.8106"
"SETMAR","DMS273","LUNG","8.6056","-0.4163"
"SETMAR","DMS454","LUNG","5.9564","-1.362"
"SETMAR","DMS53","LUNG","7.2343","-1.303"
"SETMAR","DMS79","LUNG","8.8715","-0.6788"
"SETMAR","DND41","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.7118","-0.027"
"SETMAR","DOHH2","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.3198","-0.03934"
"SETMAR","DU145","PROSTATE","7.8065","-0.2803"
"SETMAR","DU4475","BREAST","9.3141","0.003822"
"SETMAR","DV90","LUNG","7.9029","-0.0613"
"SETMAR","EB1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.0815","0.001"
"SETMAR","EB2","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.1985","0.1862"
"SETMAR","EBC1","LUNG","7.5384","-0.5066"
"SETMAR","ECC10","STOMACH","9.1218","0.1594"
"SETMAR","ECC12","STOMACH","8.7432","-0.1022"
"SETMAR","ECGI10","OESOPHAGUS","4.894","-0.2387"
"SETMAR","EFE184","ENDOMETRIUM","7.9069","0.3553"
"SETMAR","EFM192A","BREAST","8.1306","-0.0847"
"SETMAR","EFM19","BREAST","8.3642","0.0686"
"SETMAR","EFO21","OVARY","7.3055","-0.3649"
"SETMAR","EFO27","OVARY","7.9434","-0.1548"
"SETMAR","EHEB","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.8281","0.0566"
"SETMAR","EJM","HAEMATOPOIETIC AND LYMPHOID TISSUE","5.2217","-0.5737"
"SETMAR","EM2","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.5816","0.2312"
"SETMAR","EN","ENDOMETRIUM","8.5164","0.04004"
"SETMAR","EOL1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.5144","-0.0384"
"SETMAR","EPLC272H","LUNG","6.9942","-0.5311"
"SETMAR","ES2","OVARY","8.1108","-0.0826"
"SETMAR","ESS1","ENDOMETRIUM","7.9101","-0.0771"
"SETMAR","F36P","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.1161","0.1694"
"SETMAR","FADU","UPPER AERODIGESTIVE TRACT","7.8494","0.0725"
"SETMAR","FTC133","THYROID","7.4742","-0.0939"
"SETMAR","FU97","STOMACH","8.2388","0.0888"
"SETMAR","FUOV1","OVARY","8.8273","0.6344"
"SETMAR","G361","SKIN","8.1756","0.3556"
"SETMAR","G401","SOFT TISSUE","9.1885","-0.0013"
"SETMAR","G402","SOFT TISSUE","9.3009","-0.05908"
"SETMAR","GA10","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.1657","-0.1829"
"SETMAR","GAMG","CENTRAL NERVOUS SYSTEM","8.2602","0.3238"
"SETMAR","GCIY","STOMACH","8.2288","-0.4161"
"SETMAR","GCT","SOFT TISSUE","7.7573","0.061"
"SETMAR","GDM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.8935","-0.0484"
"SETMAR","GI1","CENTRAL NERVOUS SYSTEM","8.7139","-0.078"
"SETMAR","GMS10","CENTRAL NERVOUS SYSTEM","8.1112","0.2565"
"SETMAR","GOS3","CENTRAL NERVOUS SYSTEM","9.1684","0.1996"
"SETMAR","GP2D","LARGE INTESTINE","8.4227","0.0023"
"SETMAR","GRANTA519","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.3256","-0.8116"
"SETMAR","GSS","STOMACH","8.4212","0.1784"
"SETMAR","GSU","STOMACH","8.7229","0.8471"
"SETMAR","H4","CENTRAL NERVOUS SYSTEM","9.5181","0.4151"
"SETMAR","HARA","LUNG","7.838","-0.4636"
"SETMAR","HCC1143","BREAST","7.0699","-0.1256"
"SETMAR","HCC1171","LUNG","6.6429","-0.325"
"SETMAR","HCC1187","BREAST","9.3171","-0.2707"
"SETMAR","HCC1195","LUNG","7.9175","-0.1833"
"SETMAR","HCC1395","BREAST","9.1024","0.1711"
"SETMAR","HCC1419","BREAST","8.3799","0.2322"
"SETMAR","HCC1428","BREAST","7.825","-0.7019"
"SETMAR","HCC1500","BREAST","7.7494","-0.4585"
"SETMAR","HCC1569","BREAST","9.7182","-0.008"
"SETMAR","HCC1599","BREAST","8.6279","0.2474"
"SETMAR","HCC15","LUNG","8.0737","-0.6135"
"SETMAR","HCC1806","BREAST","7.4938","-0.1699"
"SETMAR","HCC1937","BREAST","7.3231","0.2253"
"SETMAR","HCC1954","BREAST","8.9895","-0.1007"
"SETMAR","HCC202","BREAST","9.3765","-0.1423"
"SETMAR","HCC2157","BREAST","8.6117","-1e-04"
"SETMAR","HCC2218","BREAST","8.4388","-0.3688"
"SETMAR","HCC2279","LUNG","6.6275","-0.2819"
"SETMAR","HCC2935","LUNG","6.7911","-1.023"
"SETMAR","HCC33","LUNG","9.3715","-0.4198"
"SETMAR","HCC366","LUNG","6.8533","-0.2665"
"SETMAR","HCC38","BREAST","10.506","1.322"
"SETMAR","HCC4006","LUNG","5.8513","-0.7076"
"SETMAR","HCC44","LUNG","8.2666","-0.044"
"SETMAR","HCC56","LARGE INTESTINE","8.0509","-0.9685"
"SETMAR","HCC70","BREAST","8.233","-0.4916"
"SETMAR","HCC78","LUNG","7.4306","-0.4226"
"SETMAR","HCC827","LUNG","7.9763","-0.3655"
"SETMAR","HCC95","LUNG","7.2524","-0.531"
"SETMAR","HCT116","LARGE INTESTINE","8.4968","-0.09154"
"SETMAR","HCT15","LARGE INTESTINE","8.704","-0.0118"
"SETMAR","HDLM2","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.518","0.0957"
"SETMAR","HDMYZ","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.7585","-0.1416"
"SETMAR","HDQP1","BREAST","7.7618","-0.1874"
"SETMAR","HEC108","ENDOMETRIUM","7.9881","-0.3194"
"SETMAR","HEC151","ENDOMETRIUM","9.4239","-0.08007"
"SETMAR","HEC1A","ENDOMETRIUM","7.7445","0.3174"
"SETMAR","HEC1B","ENDOMETRIUM","8.7084","0.752"
"SETMAR","HEC251","ENDOMETRIUM","8.6661","-0.02798"
"SETMAR","HEC265","ENDOMETRIUM","8.8553","-0.0647"
"SETMAR","HEC50B","ENDOMETRIUM","7.8776","-0.1382"
"SETMAR","HEC59","ENDOMETRIUM","8.2797","0.0254"
"SETMAR","HEC6","ENDOMETRIUM","8.0761","-0.0842"
"SETMAR","HEL9217","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.7741","0.2118"
"SETMAR","HEL","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.0693","0.1311"
"SETMAR","HEP3B217","LIVER","9.8444","0.4612"
"SETMAR","HEPG2","LIVER","8.3158","-0.118"
"SETMAR","HEYA8","OVARY","8.314","0.1036"
"SETMAR","HGC27","STOMACH","9.1389","0.0155"
"SETMAR","HH","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4131","-1.062"
"SETMAR","HL60","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.156","0.0306"
"SETMAR","HLE","LIVER","8.734","0.2529"
"SETMAR","HLFA","LUNG","7.5591","0.0046"
"SETMAR","HLF","LIVER","7.9696","-0.3657"
"SETMAR","HMCB","SKIN","9.5069","-0.1944"
"SETMAR","HOS","BONE","8.228","-0.045"
"SETMAR","HPAC","PANCREAS","7.8296","0.1324"
"SETMAR","HPAFII","PANCREAS","7.1948","0.305"
"SETMAR","HPBALL","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.0727","-1.027"
"SETMAR","HS172T","URINARY TRACT","7.3353","0.0548"
"SETMAR","HS229T","LUNG","8.7848","-0.049"
"SETMAR","HS274T","BREAST","7.5369","-0.007765"
"SETMAR","HS281T","BREAST","7.4364","-0.0253"
"SETMAR","HS294T","SKIN","7.9982","0.0493"
"SETMAR","HS343T","BREAST","7.5867","-0.0379"
"SETMAR","HS578T","BREAST","7.3576","0.2605"
"SETMAR","HS600T","SKIN","7.5722","-0.0013"
"SETMAR","HS604T","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.5141","0.0204"
"SETMAR","HS606T","BREAST","7.9855","-0.0015"
"SETMAR","HS611T","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.6691","-0.0455"
"SETMAR","HS616T","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.0649","0.0105"
"SETMAR","HS618T","LUNG","7.8576","-0.0517"
"SETMAR","HS675T","LARGE INTESTINE","7.4185","0.0274"
"SETMAR","HS683","CENTRAL NERVOUS SYSTEM","8.1304","-0.2735"
"SETMAR","HS695T","SKIN","7.1947","-0.2667"
"SETMAR","HS698T","LARGE INTESTINE","7.9515","0.00974"
"SETMAR","HS706T","BONE","7.9815","0.006086"
"SETMAR","HS729","SOFT TISSUE","7.7485","0.2398"
"SETMAR","HS737T","BONE","8.2499","0.001614"
"SETMAR","HS739T","BREAST","8.5227","0.003245"
"SETMAR","HS742T","BREAST","7.8531","0.01289"
"SETMAR","HS746T","STOMACH","7.4638","-0.05672"
"SETMAR","HS751T","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.9675","0.02112"
"SETMAR","HS766T","PANCREAS","7.693","-0.2749"
"SETMAR","HS819T","BONE","7.8574","0.0369"
"SETMAR","HS821T","BONE","7.3767","0.02387"
"SETMAR","HS822T","BONE","8.1181","0.0067"
"SETMAR","HS839T","SKIN","7.823","-0.01408"
"SETMAR","HS840T","UPPER AERODIGESTIVE TRACT","7.7269","0.0181"
"SETMAR","HS852T","SKIN","8.332","0.0174"
"SETMAR","HS863T","BONE","7.4924","-0.01576"
"SETMAR","HS870T","BONE","8.3332","0.004559"
"SETMAR","HS888T","BONE","8.1688","0.0391"
"SETMAR","HS895T","SKIN","8.6997","-0.008453"
"SETMAR","HS934T","SKIN","7.7985","-0.0107"
"SETMAR","HS936T","SKIN","8.5467","0.1211"
"SETMAR","HS939T","SKIN","7.9371","-0.2902"
"SETMAR","HS940T","SKIN","8.0459","-0.0069"
"SETMAR","HS944T","SKIN","8.6428","0.4148"
"SETMAR","HSC2","UPPER AERODIGESTIVE TRACT","6.9629","-1.358"
"SETMAR","HSC3","UPPER AERODIGESTIVE TRACT","6.8698","-1.528"
"SETMAR","HSC4","UPPER AERODIGESTIVE TRACT","7.2935","-0.2372"
"SETMAR","HT1080","SOFT TISSUE","8.6486","-0.0412"
"SETMAR","HT115","LARGE INTESTINE","7.9769","-0.0232"
"SETMAR","HT1197","URINARY TRACT","7.0498","-0.6774"
"SETMAR","HT1376","URINARY TRACT","7.8951","-0.3696"
"SETMAR","HT144","SKIN","8.9618","0.3739"
"SETMAR","HT29","LARGE INTESTINE","7.7524","-0.5994"
"SETMAR","HT55","LARGE INTESTINE","7.5035","0.0322"
"SETMAR","HT","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.5353","0.03317"
"SETMAR","HUCCT1","BILIARY TRACT","7.9171","0.08765"
"SETMAR","HUG1N","STOMACH","4.0584","-0.4633"
"SETMAR","HUH1","LIVER","8.2081","0.0383"
"SETMAR","HUH28","BILIARY TRACT","6.7535","0.2839"
"SETMAR","HUH6","LIVER","8.7585","0.1997"
"SETMAR","HUH7","LIVER","8.7889","0.4102"
"SETMAR","HUNS1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.9337","0.0177"
"SETMAR","HUPT3","PANCREAS","8.4967","0.1738"
"SETMAR","HUPT4","PANCREAS","8.2655","0.7288"
"SETMAR","HUT102","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.5543","0.0315"
"SETMAR","HUT78","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.4721","0.1947"
"SETMAR","HUTU80","SMALL INTESTINE","7.5922","-0.0063"
"SETMAR","IALM","LUNG","7.8221","0.2906"
"SETMAR","IGR1","SKIN","8.7654","-0.029"
"SETMAR","IGR37","SKIN","8.7629","0.2997"
"SETMAR","IGR39","SKIN","7.714","0.02715"
"SETMAR","IGROV1","OVARY","8.6227","-0.2341"
"SETMAR","IM95","STOMACH","8.546","-0.0037"
"SETMAR","IMR32","AUTONOMIC GANGLIA","9.9175","-0.1241"
"SETMAR","IPC298","SKIN","8.2198","-0.2107"
"SETMAR","ISTMES1","PLEURA","9.2039","0.2984"
"SETMAR","ISTMES2","PLEURA","9.3796","0.1903"
"SETMAR","J82","URINARY TRACT","8.4334","0.1738"
"SETMAR","JEKO1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.7053","-0.1893"
"SETMAR","JHH1","LIVER","8.24","-0.4049"
"SETMAR","JHH2","LIVER","6.369","-0.7211"
"SETMAR","JHH4","LIVER","7.4911","-0.1755"
"SETMAR","JHH5","LIVER","8.6281","-0.1926"
"SETMAR","JHH6","LIVER","5.7913","0.0568"
"SETMAR","JHH7","LIVER","9.1464","0.021"
"SETMAR","JHOC5","OVARY","8.6729","0.3866"
"SETMAR","JHOM1","OVARY","8.3315","0.2831"
"SETMAR","JHOM2B","OVARY","7.7618","0.01764"
"SETMAR","JHOS2","OVARY","8.0687","0.1453"
"SETMAR","JHOS4","OVARY","9.1115","0.8282"
"SETMAR","JHUEM1","ENDOMETRIUM","7.6877","0.0266"
"SETMAR","JHUEM2","ENDOMETRIUM","9.5888","-0.1326"
"SETMAR","JHUEM3","ENDOMETRIUM","7.8998","0.08297"
"SETMAR","JIMT1","BREAST","8.1719","0.6214"
"SETMAR","JK1","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.7546","-0.0051"
"SETMAR","JL1","PLEURA","9.0478","0.0537"
"SETMAR","JM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.7362","-0.2087"
"SETMAR","JMSU1","URINARY TRACT","8.1315","-0.1461"
"SETMAR","JURKAT","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.1436","0.0617"
"SETMAR","JURLMK1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4238","0.02469"
"SETMAR","JVM2","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.5648","0.0035"
"SETMAR","JVM3","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.0564","0.3713"
"SETMAR","K029AX","SKIN","8.041","-0.883"
"SETMAR","K562","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4053","0.3422"
"SETMAR","KALS1","CENTRAL NERVOUS SYSTEM","9.5891","0.2966"
"SETMAR","KARPAS299","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.3674","0.0958"
"SETMAR","KARPAS620","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4005","0.0784"
"SETMAR","KASUMI1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.9535","0.01708"
"SETMAR","KASUMI2","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.3134","-0.03896"
"SETMAR","KASUMI6","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.1478","-0.0448"
"SETMAR","KATOIII","STOMACH","7.963","-0.3404"
"SETMAR","KCIMOH1","PANCREAS","7.7878","0.1669"
"SETMAR","KCL22","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4376","-0.1131"
"SETMAR","KE37","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.471","-0.1221"
"SETMAR","KE39","STOMACH","8.8585","0.1432"
"SETMAR","KE97","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.1891","-0.0517"
"SETMAR","KELLY","AUTONOMIC GANGLIA","9.409","-0.0101"
"SETMAR","KG1C","CENTRAL NERVOUS SYSTEM","8.3125","-0.2672"
"SETMAR","KG1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.5905","0.0664"
"SETMAR","KHM1B","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.395","-0.1627"
"SETMAR","KIJK","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4417","0.1694"
"SETMAR","KLE","ENDOMETRIUM","7.5813","-0.3328"
"SETMAR","KM12","LARGE INTESTINE","7.1197","-0.0194"
"SETMAR","KMBC2","URINARY TRACT","8.3091","0.3203"
"SETMAR","KMH2","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.4657","-0.3871"
"SETMAR","KMM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.2446","0.0265"
"SETMAR","KMRC1","KIDNEY","7.6814","-0.5845"
"SETMAR","KMRC20","KIDNEY","7.9067","-0.7894"
"SETMAR","KMRC2","KIDNEY","7.2041","-0.815"
"SETMAR","KMRC3","KIDNEY","6.2103","-0.8891"
"SETMAR","KMS11","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.5238","-0.577"
"SETMAR","KMS12BM","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.0365","0.227"
"SETMAR","KMS18","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.3626","-0.06016"
"SETMAR","KMS20","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.6836","0.1532"
"SETMAR","KMS21BM","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.7431","0.1574"
"SETMAR","KMS26","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.4434","0.2737"
"SETMAR","KMS27","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.1445","0.0083"
"SETMAR","KMS28BM","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.9281","-0.9518"
"SETMAR","KMS34","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.013","0.0405"
"SETMAR","KNS42","CENTRAL NERVOUS SYSTEM","8.521","0.0076"
"SETMAR","KNS60","CENTRAL NERVOUS SYSTEM","7.904","-0.2204"
"SETMAR","KNS62","LUNG","7.8083","-0.295"
"SETMAR","KNS81","CENTRAL NERVOUS SYSTEM","8.7227","0.1086"
"SETMAR","KO52","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.2162","-0.02265"
"SETMAR","KOPN8","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.9982","-0.00562"
"SETMAR","KP2","PANCREAS","8.0815","0.03392"
"SETMAR","KP3","PANCREAS","5.0556","-3.958"
"SETMAR","KP4","PANCREAS","9.0848","0.0357"
"SETMAR","KPL1","BREAST","8.7251","0.383"
"SETMAR","KPNRTBM1","AUTONOMIC GANGLIA","9.9122","0.04615"
"SETMAR","KPNSI9S","AUTONOMIC GANGLIA","8.9359","-0.1537"
"SETMAR","KPNYN","AUTONOMIC GANGLIA","10.048","0.0676"
"SETMAR","KS1","CENTRAL NERVOUS SYSTEM","8.9702","-0.202"
"SETMAR","KU1919","URINARY TRACT","8.5097","0.5598"
"SETMAR","KU812","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.283","-0.2733"
"SETMAR","KYM1","SOFT TISSUE","8.6117","0.0037"
"SETMAR","KYO1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.3474","0.1387"
"SETMAR","KYSE140","OESOPHAGUS","8.7616","7e-04"
"SETMAR","KYSE150","OESOPHAGUS","7.8936","0.001"
"SETMAR","KYSE180","OESOPHAGUS","7.4274","-0.3054"
"SETMAR","KYSE270","OESOPHAGUS","7.7714","-0.4574"
"SETMAR","KYSE30","OESOPHAGUS","4.7555","-0.5136"
"SETMAR","KYSE410","OESOPHAGUS","9.0898","0.3661"
"SETMAR","KYSE450","OESOPHAGUS","7.6345","-0.1939"
"SETMAR","KYSE510","OESOPHAGUS","7.5097","-0.2588"
"SETMAR","KYSE520","OESOPHAGUS","7.1896","-0.4076"
"SETMAR","KYSE70","OESOPHAGUS","7.0084","-0.1301"
"SETMAR","L1236","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.1198","0.5679"
"SETMAR","L33","PANCREAS","7.9911","-0.4104"
"SETMAR","L363","HAEMATOPOIETIC AND LYMPHOID TISSUE","6.7937","0.2095"
"SETMAR","L428","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.6323","0.0416"
"SETMAR","L540","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.5542","0.0826"
"SETMAR","LAMA84","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.3208","0.0208"
"SETMAR","LCLC103H","LUNG","8.0845","0.1291"
"SETMAR","LCLC97TM1","LUNG","8.3133","0.1092"
"SETMAR","LI7","LIVER","7.7901","-0.4015"
"SETMAR","LK2","LUNG","8.8949","-0.3"
"SETMAR","LMSU","STOMACH","7.3571","-0.2787"
"SETMAR","LN18","CENTRAL NERVOUS SYSTEM","8.5136","0.1764"
"SETMAR","LN229","CENTRAL NERVOUS SYSTEM","8.6373","0.2483"
"SETMAR","LNCAPCLONEFGC","PROSTATE","9.4219","0.0885"
"SETMAR","LOUCY","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.803","0.0373"
"SETMAR","LOUNH91","LUNG","7.7097","-0.07182"
"SETMAR","LOVO","LARGE INTESTINE","8.2999","-0.1498"
"SETMAR","LOXIMVI","SKIN","7.6835","-0.09692"
"SETMAR","LP1","HAEMATOPOIETIC AND LYMPHOID TISSUE","7.211","-0.1525"
"SETMAR","LS1034","LARGE INTESTINE","7.4129","-0.7396"
"SETMAR","LS123","LARGE INTESTINE","8.2318","0.1352"
"SETMAR","LS180","LARGE INTESTINE","8.8627","-0.003052"
"SETMAR","LS411N","LARGE INTESTINE","8.6975","-0.1848"
"SETMAR","LS513","LARGE INTESTINE","7.8653","-0.1557"
"SETMAR","LU65","LUNG","7.3413","-0.994"
"SETMAR","LU99","LUNG","8.693","0.2302"
"SETMAR","LUDLU1","LUNG","7.1524","-0.6619"
"SETMAR","LXF289","LUNG","6.967","-0.0422"
"SETMAR","M059K","CENTRAL NERVOUS SYSTEM","8.0129","-0.007297"
"SETMAR","M07E","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.5399","-0.02661"
"SETMAR","MALME3M","SKIN","9.2197","0.3033"
"SETMAR","MC116","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.3112","-0.1072"
"SETMAR","MCAS","OVARY","7.2416","-0.2422"
"SETMAR","MCF7","BREAST","8.7257","0.4085"
"SETMAR","MDAMB134VI","BREAST","9.0817","0.09561"
"SETMAR","MDAMB157","BREAST","8.4215","0.5168"
"SETMAR","MDAMB175VII","BREAST","8.5684","0.1309"
"SETMAR","MDAMB231","BREAST","7.091","0.1005"
"SETMAR","MDAMB361","BREAST","7.847","-0.3805"
"SETMAR","MDAMB415","BREAST","8.4286","-0.6208"
"SETMAR","MDAMB435S","SKIN","7.6144","-0.3978"
"SETMAR","MDAMB436","BREAST","8.9924","0.6825"
"SETMAR","MDAMB453","BREAST","8.2033","-0.01697"
"SETMAR","MDAMB468","BREAST","7.518","-0.3864"
"SETMAR","MDAPCA2B","PROSTATE","9.3702","0.0373"
"SETMAR","MDST8","LARGE INTESTINE","8.4465","-0.1283"
"SETMAR","ME1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.6071","-0.0239"
"SETMAR","MEC1","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.2963","0.035"
"SETMAR","MEC2","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.4621","-0.0312"
"SETMAR","MEG01","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.7935","-0.0622"
"SETMAR","MELHO","SKIN","8.4107","-0.0557"
"SETMAR","MELJUSO","SKIN","8.5154","0.3194"
"SETMAR","MEWO","SKIN","8.5679","0.04373"
"SETMAR","MFE280","ENDOMETRIUM","7.4392","-0.2464"
"SETMAR","MFE296","ENDOMETRIUM","8.2345","-0.0903"
"SETMAR","MFE319","ENDOMETRIUM","7.8333","-0.02117"
"SETMAR","MG63","BONE","8.2003","-0.5631"
"SETMAR","MHHCALL2","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.0073","-0.0741"
"SETMAR","MHHCALL3","HAEMATOPOIETIC AND LYMPHOID TISSUE","8.8765","-0.0667"
"SETMAR","MHHCALL4","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.1437","0.0269"
"SETMAR","MHHES1","BONE","7.6497","-1.082"
"SETMAR","MHHNB11","AUTONOMIC GANGLIA","6.7599","-0.094"
"SETMAR","MIAPACA2","PANCREAS","7.0361","-0.3837"
